LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_1,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,DEFAULT,TOTAL_BILL,TOTAL_PAID,PAY_RATIO,AVG_DELAY
260000,Female,University,Single,34,-2,-2,-2,-1,0,0,8383,2976,11237,27500,27500,33880,2985,11247,27500,0,21380,0,0,111476,63112,0.566148767,0
290000,Female,Graduate School,Single,35,-2,-2,-1,-1,0,0,2348,10421,566,12008,19820,17135,10421,566,12008,8012,343,2630,0,62298,33980,0.545442871,0
20000,Female,University,Married,39,1,2,2,0,0,0,17751,18963,18378,20000,19600,20000,1800,0,2400,0,400,1000,0,114692,5600,0.048826422,0.833333333
140000,Female,University,Married,31,0,0,0,0,0,0,98250,100319,102231,95852,94005,93177,4600,4523,4300,3300,3400,3600,0,583834,23723,0.040633125,0
150000,Female,University,Married,36,2,2,2,2,2,2,100247,109909,112453,113318,114268,116688,12924,5800,4200,4300,4400,4700,1,666883,36324,0.054468325,2
50000,Female,High School,Others,46,-1,-1,-1,-1,-1,-1,390,390,390,390,1200,1869,390,390,390,1200,1869,3610,0,4629,7849,1.695614604,0
50000,Female,University,Married,37,-1,-1,-1,-1,-1,-1,7390,2157,4204,390,390,540,2157,4204,390,390,540,540,0,15071,8221,0.545484706,0
270000,Female,University,Married,28,-2,-2,-2,-1,0,0,1459,-702,1900,7518,57765,59377,12,5011,8049,53008,5004,7000,0,127317,78084,0.613303801,0
240000,Female,University,Married,28,0,0,0,0,0,0,175976,149257,93689,81226,71547,72794,6600,3711,3100,2500,3019,45200,0,644489,64130,0.099505189,0
150000,Female,Graduate School,Single,29,0,0,0,0,0,0,78044,43437,45132,39180,31422,32410,2000,2500,3300,2150,1500,6200,0,269625,17650,0.065461289,0
260000,Female,University,Single,40,0,0,0,0,0,0,120108,107696,103745,90818,92640,94338,4224,3650,5000,3640,3500,3500,0,609345,23514,0.038588977,0
470000,Female,High School,Married,42,0,0,0,0,0,0,219081,285141,408974,361703,318251,310982,70000,140000,13000,11000,20000,8000,0,1904132,262000,0.137595503,0
190000,Female,Graduate School,Married,47,0,0,0,0,0,0,192493,193297,193400,193278,192956,193039,7200,7222,7300,7100,7380,7200,0,1158463,43402,0.037465159,0
160000,Female,University,Single,28,-1,-1,-1,-1,-1,-1,5171,3634,4436,1978,3781,1732,3634,4436,1978,3781,1732,715,0,20732,16276,0.785066564,0
320000,Female,Graduate School,Single,31,-1,-1,-1,0,-1,-1,66604,9293,19905,15645,11388,28017,9293,19905,15452,11388,28017,19364,0,150852,103419,0.685565985,0
30000,Female,University,Single,30,0,0,0,0,0,0,24482,25571,26294,27308,27853,28504,1800,1441,1455,1000,1100,2500,1,160012,9296,0.058095643,0
150000,Female,Graduate School,Single,33,-2,-2,-2,-2,-2,-2,24393,26847,32702,33459,27800,2261,27007,32715,33475,27808,2261,169465,0,147462,292731,1.985128372,0
200000,Female,University,Single,34,0,0,2,2,0,0,189490,204278,207559,202518,164682,168224,18000,8000,0,6000,6200,7000,1,1136751,45200,0.039762446,0.666666667
150000,Female,University,Single,34,0,0,0,0,0,0,39883,34983,23772,20410,14818,7565,2068,1331,1029,353,208,20711,0,141431,25700,0.181714051,0
50000,Female,High School,Married,30,0,0,0,0,0,0,48549,49256,50338,48848,46709,47688,1813,1895,2200,1595,1653,1709,0,291388,10865,0.037287054,0
80000,Female,University,Single,24,0,0,0,0,0,0,19188,18774,12339,11312,8324,7079,1374,1235,1101,270,1000,1000,0,77016,5980,0.077646203,0
50000,Female,University,Married,47,0,0,3,2,2,0,9532,14023,13513,14388,13862,14149,5000,0,1400,0,659,664,0,79467,7723,0.097184995,1.166666667
80000,Female,High School,Married,37,2,2,2,2,0,0,93050,99396,100495,97982,100261,102147,8840,3560,0,3912,3832,3508,1,593331,23652,0.039863078,1.333333333
280000,Female,University,Single,34,0,0,0,-1,-1,-2,7215,28794,-5,1175,-23,-23,24143,0,1180,0,0,0,0,37133,25323,0.681954057,0
160000,Female,Graduate School,Married,38,0,0,0,0,0,0,132932,134384,131724,131767,133195,126064,8005,15000,10000,7000,5000,8000,0,790066,53005,0.067089332,0
80000,Female,Graduate School,Single,29,0,0,0,0,0,0,28491,26524,23224,23141,22160,21478,1710,1500,1700,1000,1000,1000,0,145018,7910,0.054544953,0
160000,Female,University,Single,30,0,0,0,0,0,0,136053,86746,86019,87990,87186,84373,3528,3500,3500,4000,3500,3500,0,568367,21528,0.037876935,0
90000,Female,University,Married,32,-1,2,-1,-1,-2,-1,3682,3472,33784,0,0,256,0,33812,0,0,256,3500,0,41194,37568,0.911977472,0.333333333
360000,Female,University,Single,32,0,0,0,0,0,0,11646,14124,23497,13128,13485,0,5000,10000,5000,3500,0,0,0,75880,23500,0.309699526,0
80000,Female,University,Married,34,0,0,0,0,0,0,71435,72886,74678,74080,75251,77040,2642,3000,3274,3000,3000,3100,0,445370,18016,0.040451759,0
20000,Female,High School,Married,36,-1,-1,-1,2,-1,-1,626,626,1252,626,626,776,626,1252,0,626,776,626,1,4532,3906,0.861871139,0.333333333
50000,Female,University,Married,48,0,0,0,0,0,0,48572,45067,46492,47368,7988,8011,2028,2453,2329,431,300,500,0,203498,8041,0.039513902,0
200000,Female,Graduate School,Married,40,2,2,2,2,2,2,80468,82874,84900,85758,87003,89112,4200,4100,3000,3400,3500,0,1,510115,18200,0.035678229,2
50000,Female,High School,Married,44,1,2,3,2,4,3,13112,14679,15143,16892,16341,15798,2100,1000,2300,0,0,0,1,91965,5400,0.058717991,2.5
120000,Female,University,Married,31,1,2,2,2,0,0,21134,20502,24832,24135,28723,31258,0,5000,0,5000,3000,0,1,150584,13000,0.086330553,1.166666667
60000,Female,University,Married,31,2,2,-1,0,0,0,63201,56600,54952,32094,31232,30384,1132,60994,1436,1047,1056,1053,1,268463,66718,0.248518418,0.666666667
120000,Female,High School,Single,32,-1,0,0,0,0,0,66551,67876,69903,71446,79589,81354,2429,3120,3300,10000,3200,3200,0,436719,25249,0.057815208,0
80000,Female,Graduate School,Married,32,1,-2,-1,-1,-1,-1,0,0,1900,7411,1900,0,0,1900,7411,1900,0,0,0,11211,11211,1,0.166666667
140000,Female,University,Single,32,2,0,0,2,2,2,103181,107446,125702,124182,124155,137176,6000,20000,2000,3500,15000,6000,0,721842,52500,0.072730598,1.333333333
300000,Female,Graduate School,Married,33,-1,-1,-1,-1,-1,0,3890,4002,1438,5322,6814,2956,4008,1438,5328,6814,114,1740,0,24422,19442,0.796085497,0
230000,Female,University,Married,30,0,-1,-1,-1,0,0,8685,1079,2923,25916,4219,7903,1079,3000,25916,2219,4000,6000,0,50725,42214,0.832212913,0
310000,Female,High School,Single,30,1,-1,0,0,0,0,5931,118109,131107,97009,51757,50009,120000,18008,20000,12000,5000,3000,0,453922,178008,0.39215548,0.166666667
330000,Female,Graduate School,Single,31,-1,0,0,0,0,0,4054,4661,5731,5186,6522,8995,1091,2000,1222,2400,3000,2000,0,35149,11713,0.333238499,0
210000,Female,Graduate School,Married,35,0,0,0,0,0,2,67374,55004,56221,57181,61327,60227,2500,2700,2500,5100,0,3000,0,357334,15800,0.044216335,0.333333333
120000,Female,University,Married,35,0,0,0,0,0,0,115600,113690,114609,118232,119052,119232,5521,4232,5602,4123,4330,13245,0,700415,37053,0.052901494,0
170000,Female,University,Married,35,0,0,0,0,0,0,96565,62524,88390,63470,55890,51650,30580,50000,24517,14243,7852,4835,0,418489,132027,0.315484995,0
50000,Female,University,Single,39,0,0,-1,-1,0,0,25254,26366,510,16121,17539,19088,2000,510,16121,2000,2000,998,0,104878,23629,0.225299872,0
100000,Female,High School,Married,44,2,2,0,0,0,2,12724,12228,13255,13959,14921,14539,0,1529,1233,1195,0,1300,1,81626,5257,0.064403499,1
140000,Female,Graduate School,Single,33,-1,-1,-1,0,0,-1,10174,8651,19404,19498,9771,1106,8651,19404,10000,2000,1106,3675,0,68604,44836,0.653547898,0
210000,Female,University,Single,33,0,0,0,-2,-2,-2,43047,9378,0,0,0,0,1000,0,0,0,0,0,0,52425,1000,0.019074869,0
360000,Female,Graduate School,Single,34,0,0,0,0,0,0,96169,96586,98927,98750,96045,93456,4000,4223,4004,4000,3500,3400,0,579933,23127,0.039878745,0
50000,Female,University,Others,34,0,0,0,0,0,0,50854,17429,17728,17886,18043,19134,1314,2000,1300,1000,1500,1000,0,141074,8114,0.057515914,0
340000,Female,University,Single,34,-2,-2,-2,-2,-2,-2,0,2630,0,0,0,0,2630,0,0,0,0,1980,0,2630,4610,1.752851711,0
260000,Female,Graduate School,Single,37,-1,-1,-1,2,-1,-1,1050,1050,2287,1050,1050,1050,1050,2287,0,1050,1050,2174,1,7537,7611,1.00981823,0.333333333
500000,Female,High School,Single,37,1,2,0,0,0,0,5186,3985,3935,4861,4523,4637,0,1101,1027,117,141,72,0,27127,2458,0.090610831,0.5
60000,Female,University,Married,40,1,2,2,0,0,0,57388,58381,56363,47940,30134,31144,2522,0,3000,1083,1500,1500,0,281350,9605,0.034138973,0.833333333
420000,Female,University,Married,38,0,-1,-1,-1,-1,-1,56107,53309,-11,51555,2093,5773,53400,0,51566,2093,5773,2984,0,168826,115816,0.686008079,0
30000,Female,High School,Married,41,1,2,0,0,0,0,28041,23367,22843,23044,25082,25648,13,2003,2008,5000,1005,3016,0,148025,13045,0.088127006,0.5
370000,Female,University,Married,41,-2,-2,-2,-2,-2,-2,1442,9750,0,30100,0,0,9750,0,30100,0,0,0,0,41292,39850,0.965077981,0
450000,Female,Graduate School,Married,35,-2,-2,-2,-2,-2,-2,7240,1251,0,1620,0,4155,1251,0,1620,0,4155,11089,0,14266,18115,1.269802327,0
400000,Female,Graduate School,Married,39,0,-1,-1,-1,0,-1,1991,2920,1721,2018,446,1068,2920,2500,2018,0,1068,0,1,10164,8506,0.836875246,0
400000,Female,Graduate School,Single,46,0,-1,2,-1,0,0,2030,10520,6073,8591,6611,17080,10540,18,8591,0,10990,0,1,50905,30139,0.592063648,0.333333333
640000,Female,University,Single,39,0,0,0,0,0,0,119887,123223,119211,118722,105197,93921,10000,10000,10535,15000,5000,13627,0,680161,64162,0.094333547,0
210000,Female,University,Married,38,-1,-1,-1,0,0,-1,4991,551,33658,42551,51800,2295,551,33658,10551,10000,2295,2295,0,135846,59350,0.436891775,0
30000,Female,High School,Single,35,0,0,0,0,0,0,27873,27326,27648,27859,27084,27133,1441,1479,1406,1097,2031,0,0,164923,7454,0.045196849,0
100000,Female,Graduate School,Married,36,-2,-2,-2,-2,-2,-2,16155,3514,3400,15156,13920,2099,3514,3400,15156,13920,2099,15638,0,54244,53727,0.990468992,0
250000,Female,Graduate School,Married,41,-1,2,-1,-1,-1,-2,22423,16296,32631,43399,2323,46895,60,32812,43932,2323,47356,5480,0,163967,131963,0.804814383,0.333333333
190000,Female,Graduate School,Single,40,0,0,0,0,0,0,122308,124332,126944,130606,131120,133774,4445,5000,6171,4536,5150,5000,0,769084,30302,0.039400118,0
20000,Female,High School,Married,43,0,0,0,0,0,0,9540,11788,14137,16283,17108,18005,2422,2560,2426,1038,1116,1332,0,86861,10894,0.125418773,0
180000,Female,High School,Married,40,0,0,0,-2,-2,-2,20909,24262,2079,792,1645,1645,4262,2083,792,1645,0,811,0,51332,9593,0.186881477,0
200000,Female,Graduate School,Married,29,-1,-1,-1,-1,-1,-1,188,2210,2451,3043,1542,0,2215,2451,3043,1542,0,0,0,9434,9251,0.980602078,0
80000,Female,Graduate School,Single,29,1,-2,-1,-1,-1,-2,0,0,1612,16388,0,0,0,1612,16415,0,0,1800,0,18000,19827,1.1015,0.166666667
120000,Female,University,Single,29,0,0,0,0,-1,-1,96686,77817,29166,7403,3095,9641,3508,2003,2772,3095,9641,2803,0,223808,23822,0.106439448,0
50000,Female,University,Single,29,0,0,2,0,0,0,30517,31866,29647,29539,31384,31924,4000,0,3000,4000,3000,4000,0,184877,18000,0.09736203,0.333333333
260000,Female,Others,Single,30,-2,-2,-2,-2,-2,-2,5106,280,6158,9439,5492,397,280,6160,9439,5492,397,1790,0,26872,23558,0.876674606,0
180000,Female,Graduate School,Single,30,1,-1,0,0,-1,-1,0,3095,7843,13084,926,711,3095,5000,6022,2566,711,2419,0,25659,19813,0.772165712,0.166666667
130000,Female,University,Married,30,-1,-1,-1,-1,-1,-1,1650,1650,1650,1650,1650,1650,1650,1650,1650,1650,1650,1650,1,9900,9900,1,0
110000,Female,University,Married,30,1,2,2,2,2,0,68910,70382,71866,72698,70930,72439,3200,3200,2600,0,2650,3100,0,427225,14750,0.034525133,1.5
50000,Female,University,Married,44,0,0,0,0,0,0,50496,47955,48751,37140,19535,19492,2007,10109,1514,1000,1000,1000,0,223369,16630,0.074450797,0
500000,Female,Graduate School,Married,46,0,0,0,0,0,-1,196606,64144,49722,67909,61613,16932,10000,10000,20025,10000,20000,18000,0,456926,88025,0.192646074,0
360000,Female,Graduate School,Single,32,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667
80000,Female,University,Married,34,-1,-1,-1,-1,0,-1,1383,5030,1964,7541,3201,5026,5030,1964,7568,0,5026,2371,0,24145,21959,0.909463657,0
10000,Female,Graduate School,Single,33,2,2,2,0,0,0,7486,9354,7183,7814,7814,7190,3000,0,1000,0,0,0,0,46841,4000,0.085395273,1
320000,Female,Graduate School,Married,34,-2,-2,-1,0,0,0,5159,967,14331,16591,9433,398,967,14331,9433,0,0,3090,0,46879,27821,0.593464024,0
30000,Female,High School,Married,32,0,-1,-1,-1,0,-1,28701,26108,17595,24715,22136,22738,27078,17648,25008,509,22806,10035,0,141993,103084,0.72597945,0
80000,Female,High School,Married,32,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160000,Female,University,Married,34,1,2,2,2,0,0,79727,77290,72681,66526,66893,66637,0,4500,2500,3000,3000,4000,0,429754,17000,0.039557514,1.166666667
490000,Female,Graduate School,Single,34,0,0,-1,-1,-1,-1,19036,14474,3404,14445,7672,2295,5038,3404,14445,7672,2295,9004,0,61326,41858,0.682549,0
220000,Female,Graduate School,Married,35,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667
450000,Female,Graduate School,Married,35,-1,-1,-2,2,-1,-1,403,0,0,390,390,390,0,0,390,390,390,390,0,1573,1560,0.991735537,0.333333333
370000,Female,High School,Married,35,-1,-1,0,-1,0,0,5886,4821,6823,26501,32774,32645,8190,6000,27011,15004,10000,10000,0,109450,76205,0.696253997,0
80000,Female,High School,Married,34,0,0,2,2,2,0,43321,47586,48525,49423,46132,47233,5000,2000,2000,0,2000,2000,1,282220,13000,0.046063355,1
360000,Female,Graduate School,Married,47,2,2,-2,-2,-2,-2,2500,0,0,0,0,0,0,0,0,0,0,0,1,2500,0,0,0.666666667
60000,Female,University,Married,42,0,0,0,0,0,0,58899,55834,55993,56675,57550,57545,2579,2047,2024,2180,2321,2500,0,342496,13651,0.0398574,0
50000,Female,Graduate School,Married,45,-1,-1,-1,-1,-1,-1,7963,1664,5408,2734,7976,0,1669,5413,2734,7976,0,7000,0,25745,24792,0.962983104,0
160000,Female,University,Married,49,-1,-1,-1,-2,-2,-2,347,2389,0,0,0,0,2389,0,0,0,0,0,0,2736,2389,0.873172515,0
260000,Female,High School,Married,41,0,0,0,0,0,0,264549,227021,233426,230319,127897,118868,10000,12007,9170,4853,4531,3909,0,1202080,44470,0.03699421,0
220000,Female,University,Single,45,-1,-1,-1,-1,-1,0,990,990,990,990,5538,5687,990,990,990,5538,1206,1204,0,15185,10918,0.718999012,0
60000,Female,High School,Married,46,2,3,3,3,2,2,44030,44509,44999,45463,45918,47863,1500,1500,1500,1500,3000,5300,1,272782,14300,0.052422814,2.5
220000,Female,Graduate School,Married,38,1,2,2,0,0,0,171784,177468,173233,176859,182393,187446,10000,0,8000,10000,8000,12000,0,1069183,48000,0.044894092,0.833333333
290000,Female,Graduate School,Married,39,-1,-1,-1,-1,-1,-1,264,264,264,264,264,264,264,264,264,264,264,264,0,1584,1584,1,0
130000,Female,High School,Single,40,0,0,0,0,-2,-2,98874,99363,101618,-32,-32,-32,5000,5000,3000,0,0,1000,0,299759,14000,0.046704186,0
200000,Female,University,Married,41,0,-1,-1,-1,0,0,6981,678,1287,54531,55229,56836,1000,1350,54531,2200,2500,2300,0,175542,63881,0.363907213,0
200000,Female,High School,Unknown,37,1,-1,-1,-1,-1,-1,0,35000,5000,4000,22800,5716,35000,5000,4000,22800,5716,0,0,72516,72516,1,0.166666667
110000,Female,High School,Unknown,44,2,2,2,2,2,2,38639,39694,40752,41476,42090,43059,2000,2000,1700,1600,1800,1800,1,245710,10900,0.044361239,2
30000,Female,High School,Married,45,2,-1,-1,2,0,0,15667,12110,14904,14340,15131,16909,12110,3000,0,1000,2000,0,1,89061,18110,0.203343776,0.666666667
30000,Female,University,Married,42,0,0,0,0,0,0,22943,47912,25023,25768,26410,27960,1700,1755,1500,1000,1909,1000,0,176016,8864,0.050359058,0
100000,Female,University,Married,41,-1,-1,-1,-1,-1,0,621,0,368,0,1900,1900,0,368,0,1900,0,1145,0,4789,3413,0.71267488,0
360000,Female,University,Married,44,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140000,Female,University,Married,38,0,0,2,0,0,0,84539,96604,90785,95736,95912,97070,18000,0,10000,5000,6000,6000,0,560646,45000,0.080264552,0.333333333
50000,Female,High School,Married,47,0,0,0,0,0,0,34740,9769,9899,11017,13460,15529,4000,2000,2000,3000,4000,846,0,94414,15846,0.167835279,0
70000,Female,High School,Married,35,-1,-1,-1,-1,-1,-1,1473,1473,390,390,1311,1933,1473,390,390,1311,1933,0,0,6970,5497,0.78866571,0
60000,Female,High School,Single,48,2,2,0,0,0,0,48094,43533,39252,38051,37988,38725,0,1700,1700,2000,1500,1600,0,245643,8500,0.034603062,0.666666667
360000,Female,High School,Single,39,1,-2,-2,-2,-2,-2,0,0,271,-1,560,0,0,271,0,561,0,0,0,830,832,1.002409639,0.166666667
240000,Female,Graduate School,Married,40,1,-1,-1,-1,-1,-1,0,9965,4100,4100,4100,4100,9965,4100,4100,4100,4100,4732,0,26365,31097,1.179480372,0.166666667
200000,Female,Graduate School,Single,30,-2,-2,-2,-2,-2,-2,896,896,670,6220,8536,23040,900,674,6450,8579,23155,16072,0,40258,55830,1.386805107,0
100000,Female,High School,Married,35,0,0,0,0,0,0,91518,76621,78265,82808,83869,85191,3000,4000,8000,4000,3500,3600,0,498272,26100,0.052381029,0
50000,Female,University,Married,41,0,0,0,0,0,0,9172,10184,11204,12214,12458,12719,1172,1192,1202,446,462,464,0,67951,4938,0.072670012,0
100000,Female,University,Single,41,0,0,0,0,0,0,98075,96813,85590,79747,70468,63235,3600,3289,2632,2449,2300,2539,0,493928,16809,0.034031276,0
270000,Female,Others,Single,42,-2,-2,-2,-2,-2,-2,14352,1843,9190,2072,637,238,1859,9190,2072,637,238,0,0,28332,13996,0.493999718,0
50000,Female,High School,Married,48,0,0,0,0,0,0,47945,35712,23177,8550,6373,5848,4100,1150,1200,1000,1000,1500,0,127605,9950,0.077975001,0
300000,Female,University,Married,41,-1,-1,-1,-1,-1,-1,5511,1982,2263,7412,5113,4121,1982,2267,7523,5113,4121,6532,0,26402,27538,1.043027043,0
50000,Female,University,Married,40,0,0,0,0,0,0,31934,32711,34061,32672,32479,33431,2000,3000,3000,3000,2000,1000,1,197288,14000,0.070962248,0
80000,Female,High School,Married,41,0,-1,-1,-1,-1,-1,42124,1833,2446,834,1596,855,1835,2458,834,1600,855,0,0,49688,7582,0.152592175,0
200000,Female,Graduate School,Married,31,0,0,2,2,0,0,76621,82105,80662,75942,74090,72679,6808,3300,0,2720,2700,2700,0,462099,18228,0.039446093,0.666666667
340000,Female,University,Single,31,5,4,4,3,2,0,589654,581775,572677,384060,304508,247178,3000,0,0,1000,4320,287982,1,2679852,296302,0.110566554,3
310000,Female,Graduate School,Married,31,-2,-2,-2,-2,-2,-2,0,0,24480,0,0,1635,0,24480,0,0,1635,3008,0,26115,29123,1.115182845,0
80000,Female,University,Single,31,0,0,0,0,-1,-1,15633,17536,17495,13198,10287,3275,2302,1774,1000,10287,3295,4122,0,77424,22780,0.294224013,0
210000,Female,Graduate School,Single,31,-1,-1,-1,-1,-1,-1,1983,422,815,191,-174,472,422,815,191,0,646,1125,0,3709,3199,0.86249663,0
80000,Female,Graduate School,Single,32,0,0,0,0,0,0,70163,72984,74807,76363,78091,79829,4000,3000,2800,3000,3000,3000,0,452237,18800,0.041571123,0
500000,Female,University,Married,32,0,0,0,0,0,0,405490,417191,429469,431426,440026,449026,20000,19000,12000,9000,9000,443001,0,2572628,512001,0.199018669,0
260000,Female,University,Married,35,0,0,-1,0,0,0,9286,7926,33379,35877,21946,32150,2036,33393,6094,3530,12357,20060,0,140564,77470,0.551136849,0
120000,Female,University,Married,41,-1,-1,-1,-1,-1,0,919,8209,421,4502,6013,5094,8209,421,5000,6013,0,7600,0,25158,27243,1.082876222,0
100000,Female,High School,Married,41,0,0,0,0,0,0,70202,70978,70814,69786,68116,62652,2548,2687,2997,2147,2369,2434,0,412548,15182,0.036800566,0
60000,Female,University,Married,35,2,0,0,2,2,2,49825,45436,42240,38884,34488,28838,1700,2500,2600,1500,0,1500,1,239711,9800,0.040882563,1.333333333
190000,Female,Graduate School,Married,36,-1,-1,-1,-1,0,0,6915,4923,-2,6381,6383,817,4923,0,6383,2,0,1809,0,25417,13117,0.51607192,0
100000,Female,High School,Married,35,2,2,2,2,2,2,93983,97002,102698,97997,103384,97266,5500,8200,0,8000,0,8600,1,592330,30300,0.051153918,2
380000,Female,University,Married,37,0,0,0,0,0,2,13415,14381,13277,14291,15949,15556,1204,1300,1242,1900,0,3000,0,86869,8646,0.099529176,0.333333333
350000,Female,Graduate School,Single,44,1,2,2,2,2,-1,8651,8890,1772,1957,1807,11811,1871,7,1807,0,11811,5628,1,34888,21124,0.605480394,1.5
100000,Female,High School,Married,39,0,0,0,0,0,0,97944,99580,92297,184134,70400,0,4296,4068,2037,1408,0,0,0,544355,11809,0.021693564,0
100000,Female,Graduate School,Single,31,0,0,0,0,0,0,100296,97239,98386,69324,53183,53559,3703,4091,3403,2001,2004,2000,0,471987,17202,0.036445919,0
150000,Female,University,Married,32,-1,-1,-1,-1,-1,-1,3267,3782,316,5469,3360,2399,3782,316,5469,3360,2399,4358,0,18593,19684,1.058677997,0
150000,Female,University,Married,33,1,2,2,2,2,2,5607,6565,6334,9058,8823,7458,1200,0,2823,0,3530,0,1,43845,7553,0.172265937,1.833333333
150000,Female,Graduate School,Married,38,0,0,0,0,-1,-1,109244,96560,86565,85069,508,0,3506,5000,5003,508,0,0,0,377946,14017,0.037087309,0
460000,Female,Graduate School,Single,35,1,-1,-1,0,0,0,-14,693,224526,227242,228126,143697,707,224850,5000,4593,23584,0,0,824270,258734,0.313894719,0.166666667
100000,Female,University,Single,44,2,2,2,2,2,2,105373,107001,108350,107457,105598,105751,5700,5400,3700,4000,3600,4500,1,639530,26900,0.042062139,2
230000,Female,University,Single,38,0,0,0,0,0,0,75459,76607,78868,80343,82564,74531,3000,3500,3000,3500,3000,3000,0,468372,19000,0.040566046,0
10000,Female,University,Married,38,1,3,2,0,-1,0,3980,3771,3564,4500,5039,5275,0,0,1000,5039,375,0,1,26129,6414,0.245474377,1
200000,Female,High School,Married,44,-2,-2,-2,-2,-2,-2,390,390,390,390,390,390,390,390,390,390,390,540,0,2340,2490,1.064102564,0
140000,Female,University,Married,34,0,0,0,0,0,0,141066,129173,116858,105786,93273,91207,4873,4691,4000,4000,4000,4000,0,677363,25564,0.037740473,0
370000,Female,High School,Married,46,-2,-2,-2,-2,-2,-2,6370,2110,10086,804,4577,-10,2120,10136,808,4599,0,2150,0,23937,19813,0.827714417,0
50000,Female,High School,Married,49,0,0,-2,-2,-2,-2,36325,0,0,0,0,0,0,0,0,0,0,0,0,36325,0,0,0
160000,Female,University,Married,36,-1,-1,-1,-1,-1,-1,2447,206,805,666,740,539,206,886,679,740,539,0,0,5403,3050,0.564501203,0
80000,Female,High School,Single,43,0,0,0,0,0,0,80707,77532,77492,78362,50001,50035,3332,3051,2600,1877,1767,1797,0,414129,14424,0.034829727,0
240000,Female,Graduate School,Single,33,0,0,0,0,0,0,61180,57174,73008,61310,39694,45301,23222,50192,10078,24694,28407,7458,0,337667,144051,0.426606686,0
160000,Female,High School,Single,33,-1,2,2,2,2,-2,18195,755,44255,43228,-772,-772,0,43500,0,0,0,3000,0,104889,46500,0.443325802,1.333333333
50000,Female,High School,Married,44,0,0,-1,0,0,0,48592,38491,900,1900,2900,3000,1063,900,1000,1000,100,0,1,95783,4063,0.042418801,0
180000,Female,University,Single,38,0,0,0,0,0,0,179307,183613,182709,149997,142612,140493,7294,6792,5490,5156,5232,6288,0,978731,36252,0.037039799,0
50000,Female,High School,Married,46,0,0,0,0,2,-1,58141,58544,56850,4359,816,766,2200,3000,1218,0,1000,2934,0,179476,10352,0.057679021,0.333333333
500000,Female,Graduate School,Single,32,0,0,0,0,0,0,253767,222365,207026,203513,202853,202404,10000,10000,7000,7000,6799,7000,0,1291928,47799,0.036998192,0
200000,Female,Graduate School,Married,34,-2,-2,-2,-2,-2,-2,2955,5895,15146,11575,11564,13744,5938,15682,11633,11622,13813,22699,0,60879,81387,1.336864929,0
60000,Female,High School,Single,44,0,0,0,0,0,0,56403,57765,59198,31437,32113,33591,2300,2600,1600,1200,2000,1300,0,270507,11000,0.040664382,0
50000,Female,University,Single,46,1,3,2,0,0,0,52308,51194,50101,49527,10147,9965,0,0,1200,400,400,400,0,223242,2400,0.010750665,1
50000,Female,High School,Single,44,2,2,2,2,2,2,40985,42115,41164,43658,44644,43798,2100,0,3500,2000,0,2000,1,256364,9600,0.037446755,2
210000,Female,University,Single,27,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.166666667
60000,Female,University,Married,27,1,2,0,0,2,0,10415,10099,11545,12928,12581,10787,0,1617,2000,0,270,1000,0,68355,4887,0.071494404,0.833333333
140000,Female,Graduate School,Single,28,-1,-1,-1,-1,-1,0,31,1272,1446,2880,1914,968,2000,1500,3000,1914,0,3287,1,8511,11701,1.374809071,0
260000,Female,Graduate School,Married,35,-2,-2,-2,-2,-1,-1,-124,-124,-124,1599,360,882,0,0,1723,366,882,0,1,2469,2971,1.203321183,0
300000,Female,Graduate School,Married,40,-2,-2,-2,-2,-2,-2,1529,3717,4541,5620,25,25,3717,4541,5620,25,0,7140,0,15457,21043,1.361389662,0
500000,Female,University,Married,36,-2,-2,-2,-2,-2,-2,-1,229,504,24125,19611,3100,230,625,24246,19709,3117,62754,0,47568,110681,2.326795325,0
140000,Female,Graduate School,Married,34,-1,-1,-2,-2,-2,-1,2574,0,0,0,0,840,0,0,0,0,840,1380,0,3414,2220,0.65026362,0
290000,Female,High School,Married,49,2,2,2,0,0,0,301651,329277,275075,280512,202300,207510,34905,0,10951,7238,8467,10188,1,1596325,71749,0.044946361,1
360000,Female,Graduate School,Single,27,0,0,0,0,0,0,91282,85875,87400,87343,71180,64500,3967,4213,3741,2353,2471,2327,0,487580,19072,0.039115632,0
20000,Female,University,Single,27,0,0,0,0,2,0,8879,10222,10940,12825,12331,12984,1500,1188,2073,0,1000,3390,0,68181,9151,0.134216277,0.333333333
